Client,i,Factorial
127.0.0.1:63694,17,355687428096000
127.0.0.1:2767,16,20922789888000
127.0.0.1:3279,15,1307674368000
127.0.0.1:11983,14,87178291200
127.0.0.1:8911,13,6227020800
127.0.0.1:15567,12,479001600
127.0.0.1:11471,11,39916800
127.0.0.1:17615,10,3628800
127.0.0.1:64206,9,362880
127.0.0.1:24271,8,40320
127.0.0.1:27343,7,5040
127.0.0.1:28879,6,720
127.0.0.1:28367,5,120
127.0.0.1:29391,4,24
127.0.0.1:38095,3,6
127.0.0.1:33999,2,2
127.0.0.1:45775,1,1
127.0.0.1:59086,20,2432902008176640000
127.0.0.1:63182,19,121645100408832000
127.0.0.1:63694,18,6402373705728000
127.0.0.1:2767,17,355687428096000
127.0.0.1:3279,16,20922789888000
127.0.0.1:11983,15,1307674368000
127.0.0.1:8911,14,87178291200
127.0.0.1:15567,13,6227020800
127.0.0.1:11471,12,479001600
127.0.0.1:17615,11,39916800
127.0.0.1:64206,10,3628800
127.0.0.1:24271,9,362880
127.0.0.1:27343,8,40320
127.0.0.1:28879,7,5040
127.0.0.1:28367,6,720
127.0.0.1:29391,5,120
127.0.0.1:38095,4,24
127.0.0.1:33999,3,6
127.0.0.1:45775,2,2
127.0.0.1:41679,1,1
127.0.0.1:63182,20,2432902008176640000
127.0.0.1:63694,19,121645100408832000
127.0.0.1:2767,18,6402373705728000
127.0.0.1:3279,17,355687428096000
127.0.0.1:11983,16,20922789888000
127.0.0.1:8911,15,1307674368000
127.0.0.1:15567,14,87178291200
127.0.0.1:11471,13,6227020800
127.0.0.1:17615,12,479001600
127.0.0.1:64206,11,39916800
127.0.0.1:24271,10,3628800
127.0.0.1:27343,9,362880
127.0.0.1:28879,8,40320
127.0.0.1:28367,7,5040
127.0.0.1:29391,6,720
127.0.0.1:38095,5,120
127.0.0.1:33999,4,24
127.0.0.1:45775,3,6
127.0.0.1:41679,2,2
127.0.0.1:49359,1,1
127.0.0.1:63694,20,2432902008176640000
127.0.0.1:2767,19,121645100408832000
127.0.0.1:3279,18,6402373705728000
127.0.0.1:11983,17,355687428096000
127.0.0.1:8911,16,20922789888000
127.0.0.1:15567,15,1307674368000
127.0.0.1:11471,14,87178291200
127.0.0.1:17615,13,6227020800
127.0.0.1:64206,12,479001600
127.0.0.1:24271,11,39916800
127.0.0.1:27343,10,3628800
127.0.0.1:28879,9,362880
127.0.0.1:28367,8,40320
127.0.0.1:29391,7,5040
127.0.0.1:38095,6,720
127.0.0.1:33999,5,120
127.0.0.1:45775,4,24
127.0.0.1:41679,3,6
127.0.0.1:49359,2,2
127.0.0.1:51919,1,1
127.0.0.1:2767,20,2432902008176640000
127.0.0.1:3279,19,121645100408832000
127.0.0.1:11983,18,6402373705728000
127.0.0.1:8911,17,355687428096000
127.0.0.1:15567,16,20922789888000
127.0.0.1:11471,15,1307674368000
127.0.0.1:17615,14,87178291200
127.0.0.1:64206,13,6227020800
127.0.0.1:24271,12,479001600
127.0.0.1:27343,11,39916800
127.0.0.1:28879,10,3628800
127.0.0.1:28367,9,362880
127.0.0.1:29391,8,40320
127.0.0.1:38095,7,5040
127.0.0.1:33999,6,720
127.0.0.1:45775,5,120
127.0.0.1:41679,4,24
127.0.0.1:49359,3,6
127.0.0.1:51919,2,2
127.0.0.1:52943,1,1
127.0.0.1:3279,20,2432902008176640000
127.0.0.1:11983,19,121645100408832000
127.0.0.1:8911,18,6402373705728000
127.0.0.1:15567,17,355687428096000
127.0.0.1:11471,16,20922789888000
127.0.0.1:17615,15,1307674368000
127.0.0.1:64206,14,87178291200
127.0.0.1:24271,13,6227020800
127.0.0.1:27343,12,479001600
127.0.0.1:28879,11,39916800
127.0.0.1:28367,10,3628800
127.0.0.1:29391,9,362880
127.0.0.1:38095,8,40320
127.0.0.1:33999,7,5040
127.0.0.1:45775,6,720
127.0.0.1:41679,5,120
127.0.0.1:49359,4,24
127.0.0.1:51919,3,6
127.0.0.1:52943,2,2
127.0.0.1:55503,1,1
127.0.0.1:11983,20,2432902008176640000
127.0.0.1:8911,19,121645100408832000
127.0.0.1:15567,18,6402373705728000
127.0.0.1:11471,17,355687428096000
127.0.0.1:17615,16,20922789888000
127.0.0.1:64206,15,1307674368000
127.0.0.1:24271,14,87178291200
127.0.0.1:27343,13,6227020800
127.0.0.1:28879,12,479001600
127.0.0.1:28367,11,39916800
127.0.0.1:29391,10,3628800
127.0.0.1:38095,9,362880
127.0.0.1:33999,8,40320
127.0.0.1:45775,7,5040
127.0.0.1:41679,6,720
127.0.0.1:49359,5,120
127.0.0.1:51919,4,24
127.0.0.1:52943,3,6
127.0.0.1:55503,2,2
127.0.0.1:54991,1,1
127.0.0.1:8911,20,2432902008176640000
127.0.0.1:15567,19,121645100408832000
127.0.0.1:11471,18,6402373705728000
127.0.0.1:17615,17,355687428096000
127.0.0.1:64206,16,20922789888000
127.0.0.1:24271,15,1307674368000
127.0.0.1:27343,14,87178291200
127.0.0.1:28879,13,6227020800
127.0.0.1:28367,12,479001600
127.0.0.1:29391,11,39916800
127.0.0.1:38095,10,3628800
127.0.0.1:33999,9,362880
127.0.0.1:45775,8,40320
127.0.0.1:41679,7,5040
127.0.0.1:49359,6,720
127.0.0.1:51919,5,120
127.0.0.1:52943,4,24
127.0.0.1:55503,3,6
127.0.0.1:54991,2,2
127.0.0.1:56015,1,1
127.0.0.1:15567,20,2432902008176640000
127.0.0.1:11471,19,121645100408832000
127.0.0.1:17615,18,6402373705728000
127.0.0.1:64206,17,355687428096000
127.0.0.1:24271,16,20922789888000
127.0.0.1:27343,15,1307674368000
127.0.0.1:28879,14,87178291200
127.0.0.1:28367,13,6227020800
127.0.0.1:29391,12,479001600
127.0.0.1:38095,11,39916800
127.0.0.1:33999,10,3628800
127.0.0.1:45775,9,362880
127.0.0.1:41679,8,40320
127.0.0.1:49359,7,5040
127.0.0.1:51919,6,720
127.0.0.1:52943,5,120
127.0.0.1:55503,4,24
127.0.0.1:54991,3,6
127.0.0.1:56015,2,2
127.0.0.1:56527,1,1
127.0.0.1:11471,20,2432902008176640000
127.0.0.1:17615,19,121645100408832000
127.0.0.1:64206,18,6402373705728000
127.0.0.1:24271,17,355687428096000
127.0.0.1:27343,16,20922789888000
127.0.0.1:28879,15,1307674368000
127.0.0.1:28367,14,87178291200
127.0.0.1:29391,13,6227020800
127.0.0.1:38095,12,479001600
127.0.0.1:33999,11,39916800
127.0.0.1:45775,10,3628800
127.0.0.1:41679,9,362880
127.0.0.1:49359,8,40320
127.0.0.1:51919,7,5040
127.0.0.1:52943,6,720
127.0.0.1:55503,5,120
127.0.0.1:54991,4,24
127.0.0.1:56015,3,6
127.0.0.1:56527,2,2
127.0.0.1:64207,1,1
127.0.0.1:17615,20,2432902008176640000
127.0.0.1:64206,19,121645100408832000
127.0.0.1:24271,18,6402373705728000
127.0.0.1:27343,17,355687428096000
127.0.0.1:28879,16,20922789888000
127.0.0.1:28367,15,1307674368000
127.0.0.1:29391,14,87178291200
127.0.0.1:38095,13,6227020800
127.0.0.1:33999,12,479001600
127.0.0.1:45775,11,39916800
127.0.0.1:41679,10,3628800
127.0.0.1:49359,9,362880
127.0.0.1:51919,8,40320
127.0.0.1:52943,7,5040
127.0.0.1:55503,6,720
127.0.0.1:54991,5,120
127.0.0.1:56015,4,24
127.0.0.1:56527,3,6
127.0.0.1:64207,2,2
127.0.0.1:64719,1,1
127.0.0.1:64206,20,2432902008176640000
127.0.0.1:24271,19,121645100408832000
127.0.0.1:27343,18,6402373705728000
127.0.0.1:28879,17,355687428096000
127.0.0.1:28367,16,20922789888000
127.0.0.1:29391,15,1307674368000
127.0.0.1:38095,14,87178291200
127.0.0.1:33999,13,6227020800
127.0.0.1:45775,12,479001600
127.0.0.1:41679,11,39916800
127.0.0.1:49359,10,3628800
127.0.0.1:51919,9,362880
127.0.0.1:52943,8,40320
127.0.0.1:55503,7,5040
127.0.0.1:54991,6,720
127.0.0.1:56015,5,120
127.0.0.1:56527,4,24
127.0.0.1:64207,3,6
127.0.0.1:64719,2,2
127.0.0.1:2768,1,1
127.0.0.1:24271,20,2432902008176640000
127.0.0.1:27343,19,121645100408832000
127.0.0.1:28879,18,6402373705728000
127.0.0.1:28367,17,355687428096000
127.0.0.1:29391,16,20922789888000
127.0.0.1:38095,15,1307674368000
127.0.0.1:33999,14,87178291200
127.0.0.1:45775,13,6227020800
127.0.0.1:41679,12,479001600
127.0.0.1:49359,11,39916800
127.0.0.1:51919,10,3628800
127.0.0.1:52943,9,362880
127.0.0.1:55503,8,40320
127.0.0.1:54991,7,5040
127.0.0.1:56015,6,720
127.0.0.1:56527,5,120
127.0.0.1:64207,4,24
127.0.0.1:64719,3,6
127.0.0.1:2768,2,2
127.0.0.1:5840,1,1
127.0.0.1:27343,20,2432902008176640000
127.0.0.1:28879,19,121645100408832000
127.0.0.1:28367,18,6402373705728000
127.0.0.1:29391,17,355687428096000
127.0.0.1:38095,16,20922789888000
127.0.0.1:33999,15,1307674368000
127.0.0.1:45775,14,87178291200
127.0.0.1:41679,13,6227020800
127.0.0.1:49359,12,479001600
127.0.0.1:51919,11,39916800
127.0.0.1:52943,10,3628800
127.0.0.1:55503,9,362880
127.0.0.1:54991,8,40320
127.0.0.1:56015,7,5040
127.0.0.1:56527,6,720
127.0.0.1:64207,5,120
127.0.0.1:64719,4,24
127.0.0.1:2768,3,6
127.0.0.1:5840,2,2
127.0.0.1:7376,1,1
127.0.0.1:28879,20,2432902008176640000
127.0.0.1:28367,19,121645100408832000
127.0.0.1:29391,18,6402373705728000
127.0.0.1:38095,17,355687428096000
127.0.0.1:33999,16,20922789888000
127.0.0.1:45775,15,1307674368000
127.0.0.1:41679,14,87178291200
127.0.0.1:49359,13,6227020800
127.0.0.1:51919,12,479001600
127.0.0.1:52943,11,39916800
127.0.0.1:55503,10,3628800
127.0.0.1:54991,9,362880
127.0.0.1:56015,8,40320
127.0.0.1:56527,7,5040
127.0.0.1:64207,6,720
127.0.0.1:64719,5,120
127.0.0.1:2768,4,24
127.0.0.1:5840,3,6
127.0.0.1:7376,2,2
127.0.0.1:10960,1,1
127.0.0.1:28367,20,2432902008176640000
127.0.0.1:29391,19,121645100408832000
127.0.0.1:38095,18,6402373705728000
127.0.0.1:33999,17,355687428096000
127.0.0.1:45775,16,20922789888000
127.0.0.1:41679,15,1307674368000
127.0.0.1:49359,14,87178291200
127.0.0.1:51919,13,6227020800
127.0.0.1:52943,12,479001600
127.0.0.1:55503,11,39916800
127.0.0.1:54991,10,3628800
127.0.0.1:56015,9,362880
127.0.0.1:56527,8,40320
127.0.0.1:64207,7,5040
127.0.0.1:64719,6,720
127.0.0.1:2768,5,120
127.0.0.1:5840,4,24
127.0.0.1:7376,3,6
127.0.0.1:10960,2,2
127.0.0.1:64728,1,1
127.0.0.1:29391,20,2432902008176640000
127.0.0.1:38095,19,121645100408832000
127.0.0.1:33999,18,6402373705728000
127.0.0.1:45775,17,355687428096000
127.0.0.1:41679,16,20922789888000
127.0.0.1:49359,15,1307674368000
127.0.0.1:51919,14,87178291200
127.0.0.1:52943,13,6227020800
127.0.0.1:55503,12,479001600
127.0.0.1:54991,11,39916800
127.0.0.1:56015,10,3628800
127.0.0.1:56527,9,362880
127.0.0.1:64207,8,40320
127.0.0.1:64719,7,5040
127.0.0.1:2768,6,720
127.0.0.1:5840,5,120
127.0.0.1:7376,4,24
127.0.0.1:10960,3,6
127.0.0.1:64728,2,2
127.0.0.1:18128,1,1
127.0.0.1:38095,20,2432902008176640000
127.0.0.1:33999,19,121645100408832000
127.0.0.1:45775,18,6402373705728000
127.0.0.1:41679,17,355687428096000
127.0.0.1:49359,16,20922789888000
127.0.0.1:51919,15,1307674368000
127.0.0.1:52943,14,87178291200
127.0.0.1:55503,13,6227020800
127.0.0.1:54991,12,479001600
127.0.0.1:56015,11,39916800
127.0.0.1:56527,10,3628800
127.0.0.1:64207,9,362880
127.0.0.1:64719,8,40320
127.0.0.1:2768,7,5040
127.0.0.1:5840,6,720
127.0.0.1:7376,5,120
127.0.0.1:10960,4,24
127.0.0.1:64728,3,6
127.0.0.1:18128,2,2
127.0.0.1:20688,1,1
127.0.0.1:33999,20,2432902008176640000
127.0.0.1:45775,19,121645100408832000
127.0.0.1:41679,18,6402373705728000
127.0.0.1:49359,17,355687428096000
127.0.0.1:51919,16,20922789888000
127.0.0.1:52943,15,1307674368000
127.0.0.1:55503,14,87178291200
127.0.0.1:54991,13,6227020800
127.0.0.1:56015,12,479001600
127.0.0.1:56527,11,39916800
127.0.0.1:64207,10,3628800
127.0.0.1:64719,9,362880
127.0.0.1:2768,8,40320
127.0.0.1:5840,7,5040
127.0.0.1:7376,6,720
127.0.0.1:10960,5,120
127.0.0.1:64728,4,24
127.0.0.1:18128,3,6
127.0.0.1:20688,2,2
127.0.0.1:20176,1,1
127.0.0.1:45775,20,2432902008176640000
127.0.0.1:41679,19,121645100408832000
127.0.0.1:49359,18,6402373705728000
127.0.0.1:51919,17,355687428096000
127.0.0.1:52943,16,20922789888000
127.0.0.1:55503,15,1307674368000
127.0.0.1:54991,14,87178291200
127.0.0.1:56015,13,6227020800
127.0.0.1:56527,12,479001600
127.0.0.1:64207,11,39916800
127.0.0.1:64719,10,3628800
127.0.0.1:2768,9,362880
127.0.0.1:5840,8,40320
127.0.0.1:7376,7,5040
127.0.0.1:10960,6,720
127.0.0.1:64728,5,120
127.0.0.1:18128,4,24
127.0.0.1:20688,3,6
127.0.0.1:20176,2,2
127.0.0.1:19664,1,1
127.0.0.1:41679,20,2432902008176640000
127.0.0.1:49359,19,121645100408832000
127.0.0.1:51919,18,6402373705728000
127.0.0.1:52943,17,355687428096000
127.0.0.1:55503,16,20922789888000
127.0.0.1:54991,15,1307674368000
127.0.0.1:56015,14,87178291200
127.0.0.1:56527,13,6227020800
127.0.0.1:64207,12,479001600
127.0.0.1:64719,11,39916800
127.0.0.1:2768,10,3628800
127.0.0.1:5840,9,362880
127.0.0.1:7376,8,40320
127.0.0.1:10960,7,5040
127.0.0.1:64728,6,720
127.0.0.1:18128,5,120
127.0.0.1:20688,4,24
127.0.0.1:20176,3,6
127.0.0.1:19664,2,2
127.0.0.1:2752,1,1
127.0.0.1:49359,20,2432902008176640000
127.0.0.1:51919,19,121645100408832000
127.0.0.1:52943,18,6402373705728000
127.0.0.1:55503,17,355687428096000
127.0.0.1:54991,16,20922789888000
127.0.0.1:56015,15,1307674368000
127.0.0.1:56527,14,87178291200
127.0.0.1:64207,13,6227020800
127.0.0.1:64719,12,479001600
127.0.0.1:2768,11,39916800
127.0.0.1:5840,10,3628800
127.0.0.1:7376,9,362880
127.0.0.1:10960,8,40320
127.0.0.1:64728,7,5040
127.0.0.1:18128,6,720
127.0.0.1:20688,5,120
127.0.0.1:20176,4,24
127.0.0.1:19664,3,6
127.0.0.1:2752,2,2
127.0.0.1:21200,1,1
127.0.0.1:51919,20,2432902008176640000
127.0.0.1:52943,19,121645100408832000
127.0.0.1:55503,18,6402373705728000
127.0.0.1:54991,17,355687428096000
127.0.0.1:56015,16,20922789888000
127.0.0.1:56527,15,1307674368000
127.0.0.1:64207,14,87178291200
127.0.0.1:64719,13,6227020800
127.0.0.1:2768,12,479001600
127.0.0.1:5840,11,39916800
127.0.0.1:7376,10,3628800
127.0.0.1:10960,9,362880
127.0.0.1:64728,8,40320
127.0.0.1:18128,7,5040
127.0.0.1:20688,6,720
127.0.0.1:20176,5,120
127.0.0.1:19664,4,24
127.0.0.1:2752,3,6
127.0.0.1:21200,2,2
127.0.0.1:35024,1,1
127.0.0.1:52943,20,2432902008176640000
127.0.0.1:55503,19,121645100408832000
127.0.0.1:54991,18,6402373705728000
127.0.0.1:56015,17,355687428096000
127.0.0.1:56527,16,20922789888000
127.0.0.1:64207,15,1307674368000
127.0.0.1:64719,14,87178291200
127.0.0.1:2768,13,6227020800
127.0.0.1:5840,12,479001600
127.0.0.1:7376,11,39916800
127.0.0.1:10960,10,3628800
127.0.0.1:64728,9,362880
127.0.0.1:18128,8,40320
127.0.0.1:20688,7,5040
127.0.0.1:20176,6,720
127.0.0.1:19664,5,120
127.0.0.1:2752,4,24
127.0.0.1:21200,3,6
127.0.0.1:35024,2,2
127.0.0.1:41680,1,1
127.0.0.1:55503,20,2432902008176640000
127.0.0.1:54991,19,121645100408832000
127.0.0.1:56015,18,6402373705728000
127.0.0.1:56527,17,355687428096000
127.0.0.1:64207,16,20922789888000
127.0.0.1:64719,15,1307674368000
127.0.0.1:2768,14,87178291200
127.0.0.1:5840,13,6227020800
127.0.0.1:7376,12,479001600
127.0.0.1:10960,11,39916800
127.0.0.1:64728,10,3628800
127.0.0.1:18128,9,362880
127.0.0.1:20688,8,40320
127.0.0.1:20176,7,5040
127.0.0.1:19664,6,720
127.0.0.1:2752,5,120
127.0.0.1:21200,4,24
127.0.0.1:35024,3,6
127.0.0.1:41680,2,2
127.0.0.1:38096,1,1
127.0.0.1:54991,20,2432902008176640000
127.0.0.1:56015,19,121645100408832000
127.0.0.1:56527,18,6402373705728000
127.0.0.1:64207,17,355687428096000
127.0.0.1:64719,16,20922789888000
127.0.0.1:2768,15,1307674368000
127.0.0.1:5840,14,87178291200
127.0.0.1:7376,13,6227020800
127.0.0.1:10960,12,479001600
127.0.0.1:64728,11,39916800
127.0.0.1:18128,10,3628800
127.0.0.1:20688,9,362880
127.0.0.1:20176,8,40320
127.0.0.1:19664,7,5040
127.0.0.1:2752,6,720
127.0.0.1:21200,5,120
127.0.0.1:35024,4,24
127.0.0.1:41680,3,6
127.0.0.1:38096,2,2
127.0.0.1:43728,1,1
127.0.0.1:56015,20,2432902008176640000
127.0.0.1:56527,19,121645100408832000
127.0.0.1:64207,18,6402373705728000
127.0.0.1:64719,17,355687428096000
127.0.0.1:2768,16,20922789888000
127.0.0.1:5840,15,1307674368000
127.0.0.1:7376,14,87178291200
127.0.0.1:10960,13,6227020800
127.0.0.1:64728,12,479001600
127.0.0.1:18128,11,39916800
127.0.0.1:20688,10,3628800
127.0.0.1:20176,9,362880
127.0.0.1:19664,8,40320
127.0.0.1:2752,7,5040
127.0.0.1:21200,6,720
127.0.0.1:35024,5,120
127.0.0.1:41680,4,24
127.0.0.1:38096,3,6
127.0.0.1:43728,2,2
127.0.0.1:44752,1,1
127.0.0.1:56527,20,2432902008176640000
127.0.0.1:64207,19,121645100408832000
127.0.0.1:64719,18,6402373705728000
127.0.0.1:2768,17,355687428096000
127.0.0.1:5840,16,20922789888000
127.0.0.1:7376,15,1307674368000
127.0.0.1:10960,14,87178291200
127.0.0.1:64728,13,6227020800
127.0.0.1:18128,12,479001600
127.0.0.1:20688,11,39916800
127.0.0.1:20176,10,3628800
127.0.0.1:19664,9,362880
127.0.0.1:2752,8,40320
127.0.0.1:21200,7,5040
127.0.0.1:35024,6,720
127.0.0.1:41680,5,120
127.0.0.1:38096,4,24
127.0.0.1:43728,3,6
127.0.0.1:44752,2,2
127.0.0.1:64207,20,2432902008176640000
127.0.0.1:64719,19,121645100408832000
127.0.0.1:2768,18,6402373705728000
127.0.0.1:5840,17,355687428096000
127.0.0.1:7376,16,20922789888000
127.0.0.1:10960,15,1307674368000
127.0.0.1:64728,14,87178291200
127.0.0.1:18128,13,6227020800
127.0.0.1:20688,12,479001600
127.0.0.1:20176,11,39916800
127.0.0.1:19664,10,3628800
127.0.0.1:2752,9,362880
127.0.0.1:21200,8,40320
127.0.0.1:35024,7,5040
127.0.0.1:41680,6,720
127.0.0.1:38096,5,120
127.0.0.1:43728,4,24
127.0.0.1:44752,3,6
127.0.0.1:64719,20,2432902008176640000
127.0.0.1:2768,19,121645100408832000
127.0.0.1:5840,18,6402373705728000
127.0.0.1:7376,17,355687428096000
127.0.0.1:10960,16,20922789888000
127.0.0.1:64728,15,1307674368000
127.0.0.1:18128,14,87178291200
127.0.0.1:20688,13,6227020800
127.0.0.1:20176,12,479001600
127.0.0.1:19664,11,39916800
127.0.0.1:2752,10,3628800
127.0.0.1:21200,9,362880
127.0.0.1:35024,8,40320
127.0.0.1:41680,7,5040
127.0.0.1:38096,6,720
127.0.0.1:43728,5,120
127.0.0.1:44752,4,24
127.0.0.1:2768,20,2432902008176640000
127.0.0.1:5840,19,121645100408832000
127.0.0.1:7376,18,6402373705728000
127.0.0.1:10960,17,355687428096000
127.0.0.1:64728,16,20922789888000
127.0.0.1:18128,15,1307674368000
127.0.0.1:20688,14,87178291200
127.0.0.1:20176,13,6227020800
127.0.0.1:19664,12,479001600
127.0.0.1:2752,11,39916800
127.0.0.1:21200,10,3628800
127.0.0.1:35024,9,362880
127.0.0.1:41680,8,40320
127.0.0.1:38096,7,5040
127.0.0.1:43728,6,720
127.0.0.1:44752,5,120
127.0.0.1:5840,20,2432902008176640000
127.0.0.1:7376,19,121645100408832000
127.0.0.1:10960,18,6402373705728000
127.0.0.1:64728,17,355687428096000
127.0.0.1:18128,16,20922789888000
127.0.0.1:20688,15,1307674368000
127.0.0.1:20176,14,87178291200
127.0.0.1:19664,13,6227020800
127.0.0.1:2752,12,479001600
127.0.0.1:21200,11,39916800
127.0.0.1:35024,10,3628800
127.0.0.1:41680,9,362880
127.0.0.1:38096,8,40320
127.0.0.1:43728,7,5040
127.0.0.1:44752,6,720
127.0.0.1:7376,20,2432902008176640000
127.0.0.1:10960,19,121645100408832000
127.0.0.1:64728,18,6402373705728000
127.0.0.1:18128,17,355687428096000
127.0.0.1:20688,16,20922789888000
127.0.0.1:20176,15,1307674368000
127.0.0.1:19664,14,87178291200
127.0.0.1:2752,13,6227020800
127.0.0.1:21200,12,479001600
127.0.0.1:35024,11,39916800
127.0.0.1:41680,10,3628800
127.0.0.1:38096,9,362880
127.0.0.1:43728,8,40320
127.0.0.1:44752,7,5040
127.0.0.1:10960,20,2432902008176640000
127.0.0.1:64728,19,121645100408832000
127.0.0.1:18128,18,6402373705728000
127.0.0.1:20688,17,355687428096000
127.0.0.1:20176,16,20922789888000
127.0.0.1:19664,15,1307674368000
127.0.0.1:2752,14,87178291200
127.0.0.1:21200,13,6227020800
127.0.0.1:35024,12,479001600
127.0.0.1:41680,11,39916800
127.0.0.1:38096,10,3628800
127.0.0.1:43728,9,362880
127.0.0.1:44752,8,40320
127.0.0.1:64728,20,2432902008176640000
127.0.0.1:18128,19,121645100408832000
127.0.0.1:20688,18,6402373705728000
127.0.0.1:20176,17,355687428096000
127.0.0.1:19664,16,20922789888000
127.0.0.1:2752,15,1307674368000
127.0.0.1:21200,14,87178291200
127.0.0.1:35024,13,6227020800
127.0.0.1:41680,12,479001600
127.0.0.1:38096,11,39916800
127.0.0.1:43728,10,3628800
127.0.0.1:44752,9,362880
127.0.0.1:18128,20,2432902008176640000
127.0.0.1:20688,19,121645100408832000
127.0.0.1:20176,18,6402373705728000
127.0.0.1:19664,17,355687428096000
127.0.0.1:2752,16,20922789888000
127.0.0.1:21200,15,1307674368000
127.0.0.1:35024,14,87178291200
127.0.0.1:41680,13,6227020800
127.0.0.1:38096,12,479001600
127.0.0.1:43728,11,39916800
127.0.0.1:44752,10,3628800
127.0.0.1:20688,20,2432902008176640000
127.0.0.1:20176,19,121645100408832000
127.0.0.1:19664,18,6402373705728000
127.0.0.1:2752,17,355687428096000
127.0.0.1:21200,16,20922789888000
127.0.0.1:35024,15,1307674368000
127.0.0.1:41680,14,87178291200
127.0.0.1:38096,13,6227020800
127.0.0.1:43728,12,479001600
127.0.0.1:44752,11,39916800
127.0.0.1:20176,20,2432902008176640000
127.0.0.1:19664,19,121645100408832000
127.0.0.1:2752,18,6402373705728000
127.0.0.1:21200,17,355687428096000
127.0.0.1:35024,16,20922789888000
127.0.0.1:41680,15,1307674368000
127.0.0.1:38096,14,87178291200
127.0.0.1:43728,13,6227020800
127.0.0.1:44752,12,479001600
127.0.0.1:19664,20,2432902008176640000
127.0.0.1:2752,19,121645100408832000
127.0.0.1:21200,18,6402373705728000
127.0.0.1:35024,17,355687428096000
127.0.0.1:41680,16,20922789888000
127.0.0.1:38096,15,1307674368000
127.0.0.1:43728,14,87178291200
127.0.0.1:44752,13,6227020800
127.0.0.1:2752,20,2432902008176640000
127.0.0.1:21200,19,121645100408832000
127.0.0.1:35024,18,6402373705728000
127.0.0.1:41680,17,355687428096000
127.0.0.1:38096,16,20922789888000
127.0.0.1:43728,15,1307674368000
127.0.0.1:44752,14,87178291200
127.0.0.1:21200,20,2432902008176640000
127.0.0.1:35024,19,121645100408832000
127.0.0.1:41680,18,6402373705728000
127.0.0.1:38096,17,355687428096000
127.0.0.1:43728,16,20922789888000
127.0.0.1:44752,15,1307674368000
127.0.0.1:35024,20,2432902008176640000
127.0.0.1:41680,19,121645100408832000
127.0.0.1:38096,18,6402373705728000
127.0.0.1:43728,17,355687428096000
127.0.0.1:44752,16,20922789888000
127.0.0.1:41680,20,2432902008176640000
127.0.0.1:38096,19,121645100408832000
127.0.0.1:43728,18,6402373705728000
127.0.0.1:44752,17,355687428096000
127.0.0.1:38096,20,2432902008176640000
127.0.0.1:43728,19,121645100408832000
127.0.0.1:44752,18,6402373705728000
127.0.0.1:43728,20,2432902008176640000
127.0.0.1:44752,19,121645100408832000
127.0.0.1:44752,20,2432902008176640000
