Client,i,Factorial
127.0.0.1:41668,12,479001600
127.0.0.1:32946,19,121645100408832000
127.0.0.1:11445,14,87178291200
127.0.0.1:50864,17,355687428096000
127.0.0.1:23217,20,2432902008176640000
127.0.0.1:61618,13,6227020800
127.0.0.1:28338,15,1307674368000
127.0.0.1:61105,14,87178291200
127.0.0.1:15026,9,362880
127.0.0.1:40631,19,121645100408832000
127.0.0.1:21124,10,3628800
127.0.0.1:23733,15,1307674368000
127.0.0.1:37078,13,6227020800
127.0.0.1:40627,14,87178291200
127.0.0.1:44215,7,5040
127.0.0.1:49333,16,20922789888000
127.0.0.1:12471,6,720
127.0.0.1:50867,16,20922789888000
127.0.0.1:28340,14,87178291200
127.0.0.1:32439,14,87178291200
127.0.0.1:32434,11,39916800
127.0.0.1:27318,14,87178291200
127.0.0.1:53429,15,1307674368000
127.0.0.1:24759,7,5040
127.0.0.1:49331,17,355687428096000
127.0.0.1:48307,14,87178291200
127.0.0.1:51888,11,39916800
127.0.0.1:50871,20,2432902008176640000
127.0.0.1:54965,15,1307674368000
127.0.0.1:19636,16,20922789888000
127.0.0.1:28337,18,6402373705728000
127.0.0.1:48817,14,87178291200
127.0.0.1:1208,12,479001600
127.0.0.1:31926,10,3628800
127.0.0.1:16053,14,87178291200
127.0.0.1:51379,16,20922789888000
127.0.0.1:60597,12,479001600
127.0.0.1:58544,14,87178291200
127.0.0.1:51378,11,39916800
127.0.0.1:23222,20,2432902008176640000
127.0.0.1:46258,15,1307674368000
127.0.0.1:22194,13,6227020800
127.0.0.1:45750,11,39916800
127.0.0.1:48305,14,87178291200
127.0.0.1:9963,20,2432902008176640000
127.0.0.1:43189,20,2432902008176640000
127.0.0.1:59060,11,39916800
127.0.0.1:49366,6,720
127.0.0.1:37047,13,6227020800
127.0.0.1:26293,18,6402373705728000
127.0.0.1:47795,9,362880
127.0.0.1:23787,16,20922789888000
127.0.0.1:42166,11,39916800
127.0.0.1:1201,13,6227020800
127.0.0.1:63669,19,121645100408832000
127.0.0.1:61623,8,40320
127.0.0.1:62642,19,121645100408832000
127.0.0.1:60598,15,1307674368000
127.0.0.1:6836,9,362880
127.0.0.1:64182,16,20922789888000
127.0.0.1:25780,14,87178291200
127.0.0.1:51895,16,20922789888000
127.0.0.1:178,18,6402373705728000
127.0.0.1:22148,11,39916800
127.0.0.1:12979,16,20922789888000
127.0.0.1:64180,18,6402373705728000
127.0.0.1:35509,10,3628800
127.0.0.1:27827,9,362880
127.0.0.1:33460,10,3628800
127.0.0.1:41652,11,39916800
127.0.0.1:23734,12,479001600
127.0.0.1:34485,18,6402373705728000
127.0.0.1:36022,19,121645100408832000
127.0.0.1:58039,10,3628800
127.0.0.1:41169,19,121645100408832000
127.0.0.1:62130,16,20922789888000
127.0.0.1:32470,15,1307674368000
127.0.0.1:52916,10,3628800
127.0.0.1:8884,10,3628800
127.0.0.1:1713,10,3628800
127.0.0.1:19125,11,39916800
127.0.0.1:34999,13,6227020800
127.0.0.1:62647,16,20922789888000
127.0.0.1:42161,7,5040
127.0.0.1:63670,12,479001600
127.0.0.1:30390,18,6402373705728000
127.0.0.1:39604,17,355687428096000
127.0.0.1:58035,16,20922789888000
127.0.0.1:33972,12,479001600
127.0.0.1:56497,11,39916800
127.0.0.1:7349,10,3628800
127.0.0.1:15542,10,3628800
127.0.0.1:14514,8,40320
127.0.0.1:52406,11,39916800
127.0.0.1:64693,11,39916800
127.0.0.1:25781,12,479001600
127.0.0.1:48306,15,1307674368000
127.0.0.1:3251,11,39916800
127.0.0.1:37553,11,39916800
127.0.0.1:5299,11,39916800
127.0.0.1:12465,12,479001600
127.0.0.1:55988,16,20922789888000
127.0.0.1:7862,12,479001600
127.0.0.1:15541,20,2432902008176640000
127.0.0.1:65201,19,121645100408832000
127.0.0.1:12467,11,39916800
127.0.0.1:35510,10,3628800
127.0.0.1:20660,15,1307674368000
127.0.0.1:54964,19,121645100408832000
127.0.0.1:51376,12,479001600
127.0.0.1:29877,19,121645100408832000
127.0.0.1:54993,7,5040
127.0.0.1:15026,10,3628800
127.0.0.1:55985,11,39916800
127.0.0.1:12471,7,5040
127.0.0.1:48305,15,1307674368000
127.0.0.1:45750,12,479001600
127.0.0.1:24759,8,40320
127.0.0.1:42193,14,87178291200
127.0.0.1:22199,14,87178291200
127.0.0.1:28339,7,5040
127.0.0.1:27826,7,5040
127.0.0.1:6840,12,479001600
127.0.0.1:53429,16,20922789888000
127.0.0.1:57009,17,355687428096000
127.0.0.1:61617,14,87178291200
127.0.0.1:23729,12,479001600
127.0.0.1:28338,16,20922789888000
127.0.0.1:33459,15,1307674368000
127.0.0.1:1234,15,1307674368000
127.0.0.1:40624,7,5040
127.0.0.1:15538,10,3628800
127.0.0.1:60596,15,1307674368000
127.0.0.1:45746,14,87178291200
127.0.0.1:59056,18,6402373705728000
127.0.0.1:11953,13,6227020800
127.0.0.1:30903,7,5040
127.0.0.1:183,8,40320
127.0.0.1:57010,18,6402373705728000
127.0.0.1:26290,16,20922789888000
127.0.0.1:32434,12,479001600
127.0.0.1:64694,14,87178291200
127.0.0.1:18615,12,479001600
127.0.0.1:44215,8,40320
127.0.0.1:3766,6,720
127.0.0.1:51888,12,479001600
127.0.0.1:42676,14,87178291200
127.0.0.1:61623,9,362880
127.0.0.1:61618,14,87178291200
127.0.0.1:50867,17,355687428096000
127.0.0.1:3713,14,87178291200
127.0.0.1:48307,15,1307674368000
127.0.0.1:1727,9,362880
127.0.0.1:32946,20,2432902008176640000
127.0.0.1:63668,13,6227020800
127.0.0.1:21172,13,6227020800
127.0.0.1:3763,9,362880
127.0.0.1:31920,20,2432902008176640000
127.0.0.1:48819,14,87178291200
127.0.0.1:46258,16,20922789888000
127.0.0.1:52458,14,87178291200
127.0.0.1:41156,15,1307674368000
127.0.0.1:34487,7,5040
127.0.0.1:47792,12,479001600
127.0.0.1:43699,9,362880
127.0.0.1:12956,15,1307674368000
127.0.0.1:51379,17,355687428096000
127.0.0.1:56534,14,87178291200
127.0.0.1:41668,13,6227020800
127.0.0.1:1208,13,6227020800
127.0.0.1:57522,16,20922789888000
127.0.0.1:37078,14,87178291200
127.0.0.1:21124,11,39916800
127.0.0.1:1201,14,87178291200
127.0.0.1:49333,17,355687428096000
127.0.0.1:32439,15,1307674368000
127.0.0.1:49366,7,5040
127.0.0.1:4275,17,355687428096000
127.0.0.1:37557,16,20922789888000
127.0.0.1:61105,15,1307674368000
127.0.0.1:41681,19,121645100408832000
127.0.0.1:40631,20,2432902008176640000
127.0.0.1:63669,20,2432902008176640000
127.0.0.1:59060,12,479001600
127.0.0.1:60598,16,20922789888000
127.0.0.1:62130,17,355687428096000
127.0.0.1:14514,9,362880
127.0.0.1:20660,16,20922789888000
127.0.0.1:52916,11,39916800
127.0.0.1:7349,11,39916800
127.0.0.1:22148,12,479001600
127.0.0.1:48306,16,20922789888000
127.0.0.1:42161,8,40320
127.0.0.1:41652,12,479001600
127.0.0.1:19125,12,479001600
127.0.0.1:55988,17,355687428096000
127.0.0.1:15026,11,39916800
127.0.0.1:25781,13,6227020800
127.0.0.1:35510,11,39916800
127.0.0.1:36022,20,2432902008176640000
127.0.0.1:12467,12,479001600
127.0.0.1:35509,11,39916800
127.0.0.1:52406,12,479001600
127.0.0.1:37553,12,479001600
127.0.0.1:15542,11,39916800
127.0.0.1:64693,12,479001600
127.0.0.1:34485,19,121645100408832000
127.0.0.1:54964,20,2432902008176640000
127.0.0.1:3251,12,479001600
127.0.0.1:39604,18,6402373705728000
127.0.0.1:63670,13,6227020800
127.0.0.1:58039,11,39916800
127.0.0.1:47792,13,6227020800
127.0.0.1:8884,11,39916800
127.0.0.1:34999,14,87178291200
127.0.0.1:5299,12,479001600
127.0.0.1:33460,11,39916800
127.0.0.1:56497,12,479001600
127.0.0.1:58035,17,355687428096000
127.0.0.1:1234,16,20922789888000
127.0.0.1:25780,15,1307674368000
127.0.0.1:33972,13,6227020800
127.0.0.1:23734,13,6227020800
127.0.0.1:32470,16,20922789888000
127.0.0.1:12979,17,355687428096000
127.0.0.1:60596,16,20922789888000
127.0.0.1:27827,10,3628800
127.0.0.1:1713,11,39916800
127.0.0.1:64180,19,121645100408832000
127.0.0.1:12471,8,40320
127.0.0.1:62642,20,2432902008176640000
127.0.0.1:65201,20,2432902008176640000
127.0.0.1:51376,13,6227020800
127.0.0.1:3763,10,3628800
127.0.0.1:6836,10,3628800
127.0.0.1:51895,17,355687428096000
127.0.0.1:62647,17,355687428096000
127.0.0.1:30390,19,121645100408832000
127.0.0.1:37557,17,355687428096000
127.0.0.1:7862,13,6227020800
127.0.0.1:178,19,121645100408832000
127.0.0.1:29877,20,2432902008176640000
127.0.0.1:1208,14,87178291200
127.0.0.1:64182,17,355687428096000
127.0.0.1:12465,13,6227020800
127.0.0.1:41169,20,2432902008176640000
127.0.0.1:59060,13,6227020800
127.0.0.1:61105,16,20922789888000
127.0.0.1:43699,10,3628800
127.0.0.1:4275,18,6402373705728000
127.0.0.1:41156,16,20922789888000
127.0.0.1:41681,20,2432902008176640000
127.0.0.1:34487,8,40320
127.0.0.1:51379,18,6402373705728000
127.0.0.1:49366,8,40320
127.0.0.1:41668,14,87178291200
127.0.0.1:32439,16,20922789888000
127.0.0.1:49333,18,6402373705728000
127.0.0.1:12956,16,20922789888000
127.0.0.1:45746,15,1307674368000
127.0.0.1:1201,15,1307674368000
127.0.0.1:21124,12,479001600
127.0.0.1:57522,17,355687428096000
127.0.0.1:37078,15,1307674368000
127.0.0.1:48307,16,20922789888000
127.0.0.1:24759,9,362880
127.0.0.1:56534,15,1307674368000
127.0.0.1:42676,15,1307674368000
127.0.0.1:26290,17,355687428096000
127.0.0.1:30903,8,40320
127.0.0.1:21172,14,87178291200
127.0.0.1:33459,16,20922789888000
127.0.0.1:53429,17,355687428096000
127.0.0.1:183,9,362880
127.0.0.1:28339,8,40320
127.0.0.1:3713,15,1307674368000
127.0.0.1:54993,8,40320
127.0.0.1:28338,17,355687428096000
127.0.0.1:6840,13,6227020800
127.0.0.1:50867,18,6402373705728000
127.0.0.1:42193,15,1307674368000
127.0.0.1:1727,10,3628800
127.0.0.1:48819,15,1307674368000
127.0.0.1:27826,8,40320
127.0.0.1:44215,9,362880
127.0.0.1:40624,8,40320
127.0.0.1:61623,10,3628800
127.0.0.1:3766,7,5040
127.0.0.1:18615,13,6227020800
127.0.0.1:45750,13,6227020800
127.0.0.1:22199,15,1307674368000
127.0.0.1:61617,15,1307674368000
127.0.0.1:64694,15,1307674368000
127.0.0.1:46258,17,355687428096000
127.0.0.1:52458,15,1307674368000
127.0.0.1:57009,18,6402373705728000
127.0.0.1:61618,15,1307674368000
127.0.0.1:15538,11,39916800
127.0.0.1:48305,16,20922789888000
127.0.0.1:51888,13,6227020800
127.0.0.1:11953,14,87178291200
127.0.0.1:32434,13,6227020800
127.0.0.1:57010,19,121645100408832000
127.0.0.1:63668,14,87178291200
127.0.0.1:55985,12,479001600
127.0.0.1:59056,19,121645100408832000
127.0.0.1:23729,13,6227020800
127.0.0.1:14514,10,3628800
127.0.0.1:48306,17,355687428096000
127.0.0.1:7349,12,479001600
127.0.0.1:22148,13,6227020800
127.0.0.1:62130,18,6402373705728000
127.0.0.1:64180,20,2432902008176640000
127.0.0.1:6840,14,87178291200
127.0.0.1:51895,18,6402373705728000
127.0.0.1:23734,14,87178291200
127.0.0.1:12979,18,6402373705728000
127.0.0.1:52406,13,6227020800
127.0.0.1:60598,17,355687428096000
127.0.0.1:4275,19,121645100408832000
127.0.0.1:25781,14,87178291200
127.0.0.1:20660,17,355687428096000
127.0.0.1:33460,12,479001600
127.0.0.1:35509,12,479001600
127.0.0.1:44215,10,3628800
127.0.0.1:64693,13,6227020800
127.0.0.1:64182,18,6402373705728000
127.0.0.1:49333,19,121645100408832000
127.0.0.1:34999,15,1307674368000
127.0.0.1:26290,18,6402373705728000
127.0.0.1:15542,12,479001600
127.0.0.1:61618,16,20922789888000
127.0.0.1:42161,9,362880
127.0.0.1:61617,16,20922789888000
127.0.0.1:51376,14,87178291200
127.0.0.1:25780,16,20922789888000
127.0.0.1:52916,12,479001600
127.0.0.1:63668,15,1307674368000
127.0.0.1:57522,18,6402373705728000
127.0.0.1:56497,13,6227020800
127.0.0.1:41652,13,6227020800
127.0.0.1:32470,17,355687428096000
127.0.0.1:45746,16,20922789888000
127.0.0.1:57009,19,121645100408832000
127.0.0.1:43699,11,39916800
127.0.0.1:21172,15,1307674368000
127.0.0.1:11953,15,1307674368000
127.0.0.1:28338,18,6402373705728000
127.0.0.1:183,10,3628800
127.0.0.1:3763,11,39916800
127.0.0.1:47792,14,87178291200
127.0.0.1:39604,19,121645100408832000
127.0.0.1:27827,11,39916800
127.0.0.1:3713,16,20922789888000
127.0.0.1:58035,18,6402373705728000
127.0.0.1:27826,9,362880
127.0.0.1:40624,9,362880
127.0.0.1:48819,16,20922789888000
127.0.0.1:33459,17,355687428096000
127.0.0.1:1201,16,20922789888000
127.0.0.1:42676,16,20922789888000
127.0.0.1:37553,13,6227020800
127.0.0.1:37557,18,6402373705728000
127.0.0.1:42193,16,20922789888000
127.0.0.1:28339,9,362880
127.0.0.1:53429,18,6402373705728000
127.0.0.1:12465,14,87178291200
127.0.0.1:51379,19,121645100408832000
127.0.0.1:30390,20,2432902008176640000
127.0.0.1:58039,12,479001600
127.0.0.1:63670,14,87178291200
127.0.0.1:7862,14,87178291200
127.0.0.1:19125,13,6227020800
127.0.0.1:5299,13,6227020800
127.0.0.1:34487,9,362880
127.0.0.1:6836,11,39916800
127.0.0.1:55985,13,6227020800
127.0.0.1:1727,11,39916800
127.0.0.1:21124,13,6227020800
127.0.0.1:54993,9,362880
127.0.0.1:37078,16,20922789888000
127.0.0.1:3766,8,40320
127.0.0.1:50867,19,121645100408832000
127.0.0.1:56534,16,20922789888000
127.0.0.1:48305,17,355687428096000
127.0.0.1:64694,16,20922789888000
127.0.0.1:18615,14,87178291200
127.0.0.1:49366,9,362880
127.0.0.1:15026,12,479001600
127.0.0.1:46258,18,6402373705728000
127.0.0.1:32434,14,87178291200
127.0.0.1:61105,17,355687428096000
127.0.0.1:51888,14,87178291200
127.0.0.1:48306,18,6402373705728000
127.0.0.1:62130,19,121645100408832000
127.0.0.1:178,20,2432902008176640000
127.0.0.1:48307,17,355687428096000
127.0.0.1:24759,10,3628800
127.0.0.1:30903,9,362880
127.0.0.1:8884,12,479001600
127.0.0.1:7349,13,6227020800
127.0.0.1:41668,15,1307674368000
127.0.0.1:35510,12,479001600
127.0.0.1:52458,16,20922789888000
127.0.0.1:15538,12,479001600
127.0.0.1:23729,14,87178291200
127.0.0.1:59056,20,2432902008176640000
127.0.0.1:22148,14,87178291200
127.0.0.1:62647,18,6402373705728000
127.0.0.1:32439,17,355687428096000
127.0.0.1:6840,15,1307674368000
127.0.0.1:51888,15,1307674368000
127.0.0.1:23729,15,1307674368000
127.0.0.1:58035,19,121645100408832000
127.0.0.1:63668,16,20922789888000
127.0.0.1:27826,10,3628800
127.0.0.1:51379,20,2432902008176640000
127.0.0.1:11953,16,20922789888000
127.0.0.1:21172,16,20922789888000
127.0.0.1:53429,19,121645100408832000
127.0.0.1:35510,13,6227020800
127.0.0.1:3763,12,479001600
127.0.0.1:32439,18,6402373705728000
127.0.0.1:12979,19,121645100408832000
127.0.0.1:64693,14,87178291200
127.0.0.1:56534,17,355687428096000
127.0.0.1:50867,20,2432902008176640000
127.0.0.1:52406,14,87178291200
127.0.0.1:12465,15,1307674368000
127.0.0.1:48305,18,6402373705728000
127.0.0.1:35509,13,6227020800
127.0.0.1:57522,19,121645100408832000
127.0.0.1:48819,17,355687428096000
127.0.0.1:40624,10,3628800
127.0.0.1:15538,13,6227020800
127.0.0.1:3713,17,355687428096000
127.0.0.1:48307,18,6402373705728000
127.0.0.1:37553,14,87178291200
127.0.0.1:62130,20,2432902008176640000
127.0.0.1:183,11,39916800
127.0.0.1:24759,11,39916800
127.0.0.1:64182,19,121645100408832000
127.0.0.1:1201,17,355687428096000
127.0.0.1:54993,10,3628800
127.0.0.1:52916,13,6227020800
127.0.0.1:64694,17,355687428096000
127.0.0.1:4275,20,2432902008176640000
127.0.0.1:21124,14,87178291200
127.0.0.1:44215,11,39916800
127.0.0.1:51895,19,121645100408832000
127.0.0.1:32470,18,6402373705728000
127.0.0.1:63670,15,1307674368000
127.0.0.1:56497,14,87178291200
127.0.0.1:30903,10,3628800
127.0.0.1:43699,12,479001600
127.0.0.1:39604,20,2432902008176640000
127.0.0.1:41668,16,20922789888000
127.0.0.1:26290,19,121645100408832000
127.0.0.1:46258,19,121645100408832000
127.0.0.1:28339,10,3628800
127.0.0.1:45746,17,355687428096000
127.0.0.1:61105,18,6402373705728000
127.0.0.1:28338,19,121645100408832000
127.0.0.1:48306,19,121645100408832000
127.0.0.1:52458,17,355687428096000
127.0.0.1:42193,17,355687428096000
127.0.0.1:37557,19,121645100408832000
127.0.0.1:15026,13,6227020800
127.0.0.1:6836,12,479001600
127.0.0.1:34999,16,20922789888000
127.0.0.1:55985,14,87178291200
127.0.0.1:33459,18,6402373705728000
127.0.0.1:60598,18,6402373705728000
127.0.0.1:32434,15,1307674368000
127.0.0.1:42161,10,3628800
127.0.0.1:5299,14,87178291200
127.0.0.1:25781,15,1307674368000
127.0.0.1:23734,15,1307674368000
127.0.0.1:62647,19,121645100408832000
127.0.0.1:3766,9,362880
127.0.0.1:51376,15,1307674368000
127.0.0.1:8884,13,6227020800
127.0.0.1:41652,14,87178291200
127.0.0.1:33460,13,6227020800
127.0.0.1:25780,17,355687428096000
127.0.0.1:61618,17,355687428096000
127.0.0.1:37078,17,355687428096000
127.0.0.1:19125,14,87178291200
127.0.0.1:1727,12,479001600
127.0.0.1:7349,14,87178291200
127.0.0.1:42676,17,355687428096000
127.0.0.1:6840,16,20922789888000
127.0.0.1:20660,18,6402373705728000
127.0.0.1:7862,15,1307674368000
127.0.0.1:58039,13,6227020800
127.0.0.1:49333,20,2432902008176640000
127.0.0.1:22148,15,1307674368000
127.0.0.1:57009,20,2432902008176640000
127.0.0.1:34487,10,3628800
127.0.0.1:47792,15,1307674368000
127.0.0.1:18615,15,1307674368000
127.0.0.1:49366,10,3628800
127.0.0.1:15542,13,6227020800
127.0.0.1:61617,17,355687428096000
127.0.0.1:27827,12,479001600
127.0.0.1:3713,18,6402373705728000
127.0.0.1:52406,15,1307674368000
127.0.0.1:12979,20,2432902008176640000
127.0.0.1:64693,15,1307674368000
127.0.0.1:37553,15,1307674368000
127.0.0.1:58035,20,2432902008176640000
127.0.0.1:51888,16,20922789888000
127.0.0.1:56534,18,6402373705728000
127.0.0.1:27826,11,39916800
127.0.0.1:24759,12,479001600
127.0.0.1:1201,18,6402373705728000
127.0.0.1:53429,20,2432902008176640000
127.0.0.1:183,12,479001600
127.0.0.1:11953,17,355687428096000
127.0.0.1:64182,20,2432902008176640000
127.0.0.1:44215,12,479001600
127.0.0.1:21172,17,355687428096000
127.0.0.1:52916,14,87178291200
127.0.0.1:54993,11,39916800
127.0.0.1:64694,18,6402373705728000
127.0.0.1:21124,15,1307674368000
127.0.0.1:51895,20,2432902008176640000
127.0.0.1:63670,16,20922789888000
127.0.0.1:20660,19,121645100408832000
127.0.0.1:6836,13,6227020800
127.0.0.1:44215,13,6227020800
127.0.0.1:55985,15,1307674368000
127.0.0.1:52458,18,6402373705728000
127.0.0.1:26290,20,2432902008176640000
127.0.0.1:23729,16,20922789888000
127.0.0.1:30903,11,39916800
127.0.0.1:56497,15,1307674368000
127.0.0.1:3766,10,3628800
127.0.0.1:42193,18,6402373705728000
127.0.0.1:15538,14,87178291200
127.0.0.1:48819,18,6402373705728000
127.0.0.1:61618,18,6402373705728000
127.0.0.1:23734,16,20922789888000
127.0.0.1:3763,13,6227020800
127.0.0.1:43699,13,6227020800
127.0.0.1:6840,17,355687428096000
127.0.0.1:5299,15,1307674368000
127.0.0.1:48307,19,121645100408832000
127.0.0.1:42161,11,39916800
127.0.0.1:19125,15,1307674368000
127.0.0.1:32470,19,121645100408832000
127.0.0.1:57522,20,2432902008176640000
127.0.0.1:12465,16,20922789888000
127.0.0.1:41668,17,355687428096000
127.0.0.1:35509,14,87178291200
127.0.0.1:32439,19,121645100408832000
127.0.0.1:15026,14,87178291200
127.0.0.1:62647,20,2432902008176640000
127.0.0.1:45746,18,6402373705728000
127.0.0.1:48305,19,121645100408832000
127.0.0.1:64694,19,121645100408832000
127.0.0.1:7862,16,20922789888000
127.0.0.1:34999,17,355687428096000
127.0.0.1:63668,17,355687428096000
127.0.0.1:28338,20,2432902008176640000
127.0.0.1:7349,15,1307674368000
127.0.0.1:33460,14,87178291200
127.0.0.1:35510,14,87178291200
127.0.0.1:37557,20,2432902008176640000
127.0.0.1:63670,17,355687428096000
127.0.0.1:52916,15,1307674368000
127.0.0.1:52406,16,20922789888000
127.0.0.1:51888,17,355687428096000
127.0.0.1:54993,12,479001600
127.0.0.1:56534,19,121645100408832000
127.0.0.1:37553,16,20922789888000
127.0.0.1:64693,16,20922789888000
127.0.0.1:40624,11,39916800
127.0.0.1:24759,13,6227020800
127.0.0.1:27826,12,479001600
127.0.0.1:11953,18,6402373705728000
127.0.0.1:1201,19,121645100408832000
127.0.0.1:183,13,6227020800
127.0.0.1:21124,16,20922789888000
127.0.0.1:21172,18,6402373705728000
127.0.0.1:3713,19,121645100408832000
127.0.0.1:46258,20,2432902008176640000
127.0.0.1:58039,14,87178291200
127.0.0.1:25780,18,6402373705728000
127.0.0.1:49366,11,39916800
127.0.0.1:15542,14,87178291200
127.0.0.1:61617,18,6402373705728000
127.0.0.1:42193,19,121645100408832000
127.0.0.1:42676,18,6402373705728000
127.0.0.1:22148,16,20922789888000
127.0.0.1:32470,20,2432902008176640000
127.0.0.1:6836,14,87178291200
127.0.0.1:32439,20,2432902008176640000
127.0.0.1:33460,15,1307674368000
127.0.0.1:51376,16,20922789888000
127.0.0.1:15538,15,1307674368000
127.0.0.1:41652,15,1307674368000
127.0.0.1:3766,11,39916800
127.0.0.1:35509,15,1307674368000
127.0.0.1:44215,14,87178291200
127.0.0.1:42161,12,479001600
127.0.0.1:7349,16,20922789888000
127.0.0.1:41668,18,6402373705728000
127.0.0.1:56497,16,20922789888000
127.0.0.1:18615,16,20922789888000
127.0.0.1:47792,16,20922789888000
127.0.0.1:43699,14,87178291200
127.0.0.1:1727,13,6227020800
127.0.0.1:54993,13,6227020800
127.0.0.1:25781,16,20922789888000
127.0.0.1:48306,20,2432902008176640000
127.0.0.1:30903,12,479001600
127.0.0.1:5299,16,20922789888000
127.0.0.1:27827,13,6227020800
127.0.0.1:48305,20,2432902008176640000
127.0.0.1:8884,14,87178291200
127.0.0.1:33459,19,121645100408832000
127.0.0.1:28339,11,39916800
127.0.0.1:34487,11,39916800
127.0.0.1:37078,18,6402373705728000
127.0.0.1:48307,20,2432902008176640000
127.0.0.1:12465,17,355687428096000
127.0.0.1:61105,19,121645100408832000
127.0.0.1:63668,18,6402373705728000
127.0.0.1:35510,15,1307674368000
127.0.0.1:15026,15,1307674368000
127.0.0.1:3763,14,87178291200
127.0.0.1:32434,16,20922789888000
127.0.0.1:52458,19,121645100408832000
127.0.0.1:23734,17,355687428096000
127.0.0.1:45746,19,121645100408832000
127.0.0.1:6840,18,6402373705728000
127.0.0.1:7862,17,355687428096000
127.0.0.1:20660,20,2432902008176640000
127.0.0.1:60598,19,121645100408832000
127.0.0.1:23729,17,355687428096000
127.0.0.1:48819,19,121645100408832000
127.0.0.1:19125,16,20922789888000
127.0.0.1:34999,18,6402373705728000
127.0.0.1:61618,19,121645100408832000
127.0.0.1:55985,16,20922789888000
127.0.0.1:64694,20,2432902008176640000
127.0.0.1:63670,18,6402373705728000
127.0.0.1:52916,16,20922789888000
127.0.0.1:52406,17,355687428096000
127.0.0.1:51888,18,6402373705728000
127.0.0.1:64693,17,355687428096000
127.0.0.1:37553,17,355687428096000
127.0.0.1:56534,20,2432902008176640000
127.0.0.1:52916,17,355687428096000
127.0.0.1:63670,19,121645100408832000
127.0.0.1:51888,19,121645100408832000
127.0.0.1:45746,20,2432902008176640000
127.0.0.1:6840,19,121645100408832000
127.0.0.1:63668,19,121645100408832000
127.0.0.1:55985,17,355687428096000
127.0.0.1:52406,18,6402373705728000
127.0.0.1:7862,18,6402373705728000
127.0.0.1:61618,20,2432902008176640000
127.0.0.1:34999,19,121645100408832000
127.0.0.1:48819,20,2432902008176640000
127.0.0.1:60598,20,2432902008176640000
127.0.0.1:52458,20,2432902008176640000
127.0.0.1:15026,16,20922789888000
127.0.0.1:19125,17,355687428096000
127.0.0.1:3763,15,1307674368000
127.0.0.1:37078,19,121645100408832000
127.0.0.1:23729,18,6402373705728000
127.0.0.1:23734,18,6402373705728000
127.0.0.1:49366,12,479001600
127.0.0.1:27827,14,87178291200
127.0.0.1:61617,19,121645100408832000
127.0.0.1:30903,13,6227020800
127.0.0.1:54993,14,87178291200
127.0.0.1:3766,12,479001600
127.0.0.1:42676,19,121645100408832000
127.0.0.1:3713,20,2432902008176640000
127.0.0.1:183,14,87178291200
127.0.0.1:32434,17,355687428096000
127.0.0.1:41668,19,121645100408832000
127.0.0.1:58039,15,1307674368000
127.0.0.1:42193,20,2432902008176640000
127.0.0.1:21124,17,355687428096000
127.0.0.1:41652,16,20922789888000
127.0.0.1:25780,19,121645100408832000
127.0.0.1:1201,20,2432902008176640000
127.0.0.1:64693,18,6402373705728000
127.0.0.1:11953,19,121645100408832000
127.0.0.1:35509,16,20922789888000
127.0.0.1:15542,15,1307674368000
127.0.0.1:25781,17,355687428096000
127.0.0.1:12465,18,6402373705728000
127.0.0.1:1727,14,87178291200
127.0.0.1:34487,12,479001600
127.0.0.1:24759,14,87178291200
127.0.0.1:43699,15,1307674368000
127.0.0.1:40624,12,479001600
127.0.0.1:46259,14,87178291200
127.0.0.1:54965,16,20922789888000
127.0.0.1:16053,15,1307674368000
127.0.0.1:31415,15,1307674368000
127.0.0.1:28337,19,121645100408832000
127.0.0.1:60597,13,6227020800
127.0.0.1:48817,15,1307674368000
127.0.0.1:24247,16,20922789888000
127.0.0.1:42166,12,479001600
127.0.0.1:22194,14,87178291200
127.0.0.1:19636,17,355687428096000
127.0.0.1:31926,11,39916800
127.0.0.1:21636,13,6227020800
127.0.0.1:42677,11,39916800
127.0.0.1:33458,6,720
127.0.0.1:40627,15,1307674368000
127.0.0.1:47280,14,87178291200
127.0.0.1:51378,12,479001600
127.0.0.1:23733,16,20922789888000
127.0.0.1:49331,18,6402373705728000
127.0.0.1:42164,16,20922789888000
127.0.0.1:3764,17,355687428096000
127.0.0.1:21169,15,1307674368000
127.0.0.1:26293,19,121645100408832000
127.0.0.1:60596,17,355687428096000
127.0.0.1:19635,14,87178291200
127.0.0.1:41140,11,39916800
127.0.0.1:44209,7,5040
127.0.0.1:43716,11,39916800
127.0.0.1:3251,13,6227020800
127.0.0.1:23219,16,20922789888000
127.0.0.1:11445,15,1307674368000
127.0.0.1:45750,14,87178291200
127.0.0.1:56502,12,479001600
127.0.0.1:59060,14,87178291200
127.0.0.1:37047,14,87178291200
127.0.0.1:58544,15,1307674368000
127.0.0.1:47795,10,3628800
127.0.0.1:27318,15,1307674368000
127.0.0.1:14514,11,39916800
127.0.0.1:1234,17,355687428096000
127.0.0.1:30389,16,20922789888000
127.0.0.1:41156,17,355687428096000
127.0.0.1:23787,17,355687428096000
127.0.0.1:11446,12,479001600
127.0.0.1:32947,11,39916800
127.0.0.1:32432,14,87178291200
127.0.0.1:28340,15,1307674368000
127.0.0.1:9399,16,20922789888000
127.0.0.1:34997,13,6227020800
127.0.0.1:21172,19,121645100408832000
127.0.0.1:61105,20,2432902008176640000
127.0.0.1:50864,18,6402373705728000
