Client,i,Factorial
127.0.0.1:65201,8,40320
127.0.0.1:18614,8,40320
127.0.0.1:3713,8,40320
127.0.0.1:34997,8,40320
127.0.0.1:56502,7,5040
127.0.0.1:42676,8,40320
127.0.0.1:9963,7,5040
127.0.0.1:1208,7,5040
127.0.0.1:62642,10,3628800
127.0.0.1:39604,8,40320
127.0.0.1:20657,11,39916800
127.0.0.1:63669,8,40320
127.0.0.1:32946,7,5040
127.0.0.1:20612,6,720
127.0.0.1:62130,9,362880
127.0.0.1:43189,7,5040
127.0.0.1:47792,7,5040
127.0.0.1:15543,8,40320
127.0.0.1:37047,8,40320
127.0.0.1:52458,8,40320
127.0.0.1:23217,8,40320
127.0.0.1:34485,8,40320
127.0.0.1:5299,7,5040
127.0.0.1:36022,9,362880
127.0.0.1:11953,7,5040
127.0.0.1:42193,8,40320
127.0.0.1:63154,11,39916800
127.0.0.1:29877,8,40320
127.0.0.1:33969,9,362880
127.0.0.1:48305,8,40320
127.0.0.1:23222,7,5040
127.0.0.1:31920,7,5040
127.0.0.1:56534,8,40320
127.0.0.1:45746,8,40320
127.0.0.1:61618,8,40320
127.0.0.1:9912,7,5040
127.0.0.1:38067,11,39916800
127.0.0.1:32982,8,40320
127.0.0.1:59056,6,720
127.0.0.1:47793,11,39916800
127.0.0.1:46775,8,40320
127.0.0.1:64689,7,5040
127.0.0.1:28338,10,3628800
127.0.0.1:12979,7,5040
127.0.0.1:64182,7,5040
127.0.0.1:52917,8,40320
127.0.0.1:26803,10,3628800
127.0.0.1:7862,8,40320
127.0.0.1:61617,10,3628800
127.0.0.1:30390,9,362880
127.0.0.1:46258,12,479001600
127.0.0.1:63670,3,6
127.0.0.1:1201,2,2
127.0.0.1:52406,2,2
127.0.0.1:30903,2,2
127.0.0.1:50864,6,720
127.0.0.1:1713,2,2
127.0.0.1:41156,2,2
127.0.0.1:15026,5,120
127.0.0.1:30389,2,2
127.0.0.1:26293,3,6
127.0.0.1:34487,2,2
127.0.0.1:24759,3,6
127.0.0.1:40624,2,2
127.0.0.1:28340,2,2
127.0.0.1:43699,4,24
127.0.0.1:12471,2,2
127.0.0.1:9399,2,2
127.0.0.1:57010,2,2
127.0.0.1:24247,2,2
127.0.0.1:20660,4,24
127.0.0.1:44209,2,2
127.0.0.1:46259,2,2
127.0.0.1:3766,2,2
127.0.0.1:27318,3,6
127.0.0.1:19636,4,24
127.0.0.1:61105,2,2
127.0.0.1:1727,4,24
127.0.0.1:33458,2,2
127.0.0.1:22148,3,6
127.0.0.1:33972,2,2
127.0.0.1:4275,4,24
127.0.0.1:44215,3,6
127.0.0.1:55988,5,120
127.0.0.1:23734,3,6
127.0.0.1:53429,2,2
127.0.0.1:3764,4,24
127.0.0.1:28339,2,2
127.0.0.1:48306,4,24
127.0.0.1:183,3,6
127.0.0.1:55985,6,720
127.0.0.1:47795,4,24
127.0.0.1:42166,3,6
127.0.0.1:49333,4,24
127.0.0.1:15538,5,120
127.0.0.1:3763,4,24
127.0.0.1:51376,2,2
127.0.0.1:31415,3,6
127.0.0.1:37553,2,2
127.0.0.1:51379,4,24
127.0.0.1:49366,2,2
127.0.0.1:49331,2,2
127.0.0.1:8884,2,2
127.0.0.1:27826,2,2
127.0.0.1:54993,2,2
127.0.0.1:32439,2,2
127.0.0.1:20148,4,24
127.0.0.1:60598,3,6
127.0.0.1:48819,2,2
127.0.0.1:50867,4,24
127.0.0.1:12980,4,24
127.0.0.1:41681,4,24
127.0.0.1:25780,4,24
127.0.0.1:32470,7,5040
127.0.0.1:58035,7,5040
127.0.0.1:62647,8,40320
127.0.0.1:11446,7,5040
127.0.0.1:37078,9,362880
127.0.0.1:54964,9,362880
127.0.0.1:27831,9,362880
127.0.0.1:21169,10,3628800
127.0.0.1:40631,8,40320
127.0.0.1:20657,12,479001600
127.0.0.1:28337,9,362880
127.0.0.1:56498,8,40320
127.0.0.1:56502,8,40320
127.0.0.1:10418,10,3628800
127.0.0.1:23219,11,39916800
127.0.0.1:15541,10,3628800
127.0.0.1:47280,9,362880
127.0.0.1:61618,9,362880
127.0.0.1:178,9,362880
127.0.0.1:51378,8,40320
127.0.0.1:3713,9,362880
127.0.0.1:36022,10,3628800
127.0.0.1:64180,9,362880
127.0.0.1:9963,8,40320
127.0.0.1:12465,9,362880
127.0.0.1:6840,8,40320
127.0.0.1:19635,10,3628800
127.0.0.1:34997,9,362880
127.0.0.1:23217,9,362880
127.0.0.1:59060,8,40320
127.0.0.1:12956,10,3628800
127.0.0.1:50871,9,362880
127.0.0.1:38067,12,479001600
127.0.0.1:15543,9,362880
127.0.0.1:41169,10,3628800
127.0.0.1:43189,8,40320
127.0.0.1:1234,10,3628800
127.0.0.1:62642,11,39916800
127.0.0.1:60597,8,40320
127.0.0.1:63669,9,362880
127.0.0.1:42193,9,362880
127.0.0.1:51895,7,5040
127.0.0.1:65201,9,362880
127.0.0.1:63154,12,479001600
127.0.0.1:18614,9,362880
127.0.0.1:11953,8,40320
127.0.0.1:1208,8,40320
127.0.0.1:32946,8,40320
127.0.0.1:12979,8,40320
127.0.0.1:37047,9,362880
127.0.0.1:48305,9,362880
127.0.0.1:32982,9,362880
127.0.0.1:64689,8,40320
127.0.0.1:47792,8,40320
127.0.0.1:62130,10,3628800
127.0.0.1:42676,9,362880
127.0.0.1:33969,10,3628800
127.0.0.1:34485,9,362880
127.0.0.1:52458,9,362880
127.0.0.1:5299,8,40320
127.0.0.1:26803,11,39916800
127.0.0.1:39604,9,362880
127.0.0.1:20612,7,5040
127.0.0.1:31920,8,40320
127.0.0.1:29877,9,362880
127.0.0.1:45746,9,362880
127.0.0.1:9912,8,40320
127.0.0.1:52917,9,362880
127.0.0.1:46775,9,362880
127.0.0.1:47793,12,479001600
127.0.0.1:64182,8,40320
127.0.0.1:28338,11,39916800
127.0.0.1:23222,8,40320
127.0.0.1:7862,9,362880
127.0.0.1:59056,7,5040
127.0.0.1:56534,9,362880
127.0.0.1:60598,4,24
127.0.0.1:36022,11,39916800
127.0.0.1:51379,5,120
127.0.0.1:12980,5,120
127.0.0.1:30390,10,3628800
127.0.0.1:178,10,3628800
127.0.0.1:49333,5,120
127.0.0.1:20660,5,120
127.0.0.1:32439,3,6
127.0.0.1:20148,5,120
127.0.0.1:9399,3,6
127.0.0.1:61105,3,6
127.0.0.1:4275,5,120
127.0.0.1:30389,3,6
127.0.0.1:53429,3,6
127.0.0.1:57010,3,6
127.0.0.1:18614,10,3628800
127.0.0.1:3764,5,120
127.0.0.1:62647,9,362880
127.0.0.1:25780,5,120
127.0.0.1:24247,3,6
127.0.0.1:27318,4,24
127.0.0.1:41681,5,120
127.0.0.1:31415,4,24
127.0.0.1:48306,5,120
127.0.0.1:51895,8,40320
127.0.0.1:41156,3,6
127.0.0.1:56498,9,362880
127.0.0.1:19636,5,120
127.0.0.1:23734,4,24
127.0.0.1:34485,10,3628800
127.0.0.1:27831,10,3628800
127.0.0.1:63670,4,24
127.0.0.1:63154,13,6227020800
127.0.0.1:42166,4,24
127.0.0.1:33972,3,6
127.0.0.1:8884,3,6
127.0.0.1:23222,9,362880
127.0.0.1:26293,4,24
127.0.0.1:63669,10,3628800
127.0.0.1:31920,9,362880
127.0.0.1:22148,4,24
127.0.0.1:20657,13,6227020800
127.0.0.1:1713,3,6
127.0.0.1:51376,3,6
127.0.0.1:50864,7,5040
127.0.0.1:52406,3,6
127.0.0.1:48819,3,6
127.0.0.1:50867,5,120
127.0.0.1:54964,10,3628800
127.0.0.1:46259,3,6
127.0.0.1:37553,3,6
127.0.0.1:12979,9,362880
127.0.0.1:39604,10,3628800
127.0.0.1:28340,3,6
127.0.0.1:49331,3,6
127.0.0.1:1201,3,6
127.0.0.1:33969,11,39916800
127.0.0.1:32946,9,362880
127.0.0.1:55988,6,720
127.0.0.1:50871,10,3628800
127.0.0.1:40631,9,362880
127.0.0.1:43189,9,362880
127.0.0.1:38067,13,6227020800
127.0.0.1:9963,9,362880
127.0.0.1:15541,11,39916800
127.0.0.1:64180,10,3628800
127.0.0.1:47793,13,6227020800
127.0.0.1:15543,10,3628800
127.0.0.1:52917,10,3628800
127.0.0.1:20612,8,40320
127.0.0.1:65201,10,3628800
127.0.0.1:64182,9,362880
127.0.0.1:9912,9,362880
127.0.0.1:41169,11,39916800
127.0.0.1:29877,10,3628800
127.0.0.1:62642,12,479001600
127.0.0.1:46775,10,3628800
127.0.0.1:4275,6,720
127.0.0.1:32470,8,40320
127.0.0.1:23217,10,3628800
127.0.0.1:26803,12,479001600
127.0.0.1:30389,4,24
127.0.0.1:12980,6,720
127.0.0.1:41156,4,24
127.0.0.1:25780,6,720
127.0.0.1:53429,4,24
127.0.0.1:61105,4,24
127.0.0.1:3764,6,720
127.0.0.1:57010,4,24
127.0.0.1:60598,5,120
127.0.0.1:49333,6,720
127.0.0.1:20660,6,720
127.0.0.1:41681,6,720
127.0.0.1:9399,4,24
127.0.0.1:36022,12,479001600
127.0.0.1:20148,6,720
127.0.0.1:51379,6,720
127.0.0.1:32439,4,24
127.0.0.1:56498,10,3628800
127.0.0.1:23734,5,120
127.0.0.1:34485,11,39916800
127.0.0.1:27831,11,39916800
127.0.0.1:30390,11,39916800
127.0.0.1:178,11,39916800
127.0.0.1:19636,6,720
127.0.0.1:63154,14,87178291200
127.0.0.1:63670,5,120
127.0.0.1:18614,11,39916800
127.0.0.1:18614,12,479001600
127.0.0.1:30389,5,120
127.0.0.1:26293,5,120
127.0.0.1:49331,4,24
127.0.0.1:57010,5,120
127.0.0.1:25780,7,5040
127.0.0.1:41681,7,5040
127.0.0.1:1201,4,24
127.0.0.1:9399,5,120
127.0.0.1:32946,10,3628800
127.0.0.1:20657,14,87178291200
127.0.0.1:20660,7,5040
127.0.0.1:20612,9,362880
127.0.0.1:15543,11,39916800
127.0.0.1:33972,4,24
127.0.0.1:63154,15,1307674368000
127.0.0.1:20148,7,5040
127.0.0.1:46775,11,39916800
127.0.0.1:63669,11,39916800
127.0.0.1:55988,7,5040
127.0.0.1:28340,4,24
127.0.0.1:24247,4,24
127.0.0.1:56498,11,39916800
127.0.0.1:50867,6,720
127.0.0.1:27831,12,479001600
127.0.0.1:65201,11,39916800
127.0.0.1:46259,4,24
127.0.0.1:33969,12,479001600
127.0.0.1:43189,10,3628800
127.0.0.1:41156,5,120
127.0.0.1:52917,11,39916800
127.0.0.1:29877,11,39916800
127.0.0.1:30390,12,479001600
127.0.0.1:3764,7,5040
127.0.0.1:42166,5,120
127.0.0.1:52406,4,24
127.0.0.1:19636,7,5040
127.0.0.1:178,12,479001600
127.0.0.1:1713,4,24
127.0.0.1:47793,14,87178291200
127.0.0.1:12979,10,3628800
127.0.0.1:4275,7,5040
127.0.0.1:49333,7,5040
127.0.0.1:48819,4,24
127.0.0.1:37553,4,24
127.0.0.1:26803,13,6227020800
127.0.0.1:27318,5,120
127.0.0.1:23734,6,720
127.0.0.1:50864,8,40320
127.0.0.1:50871,11,39916800
127.0.0.1:15541,12,479001600
127.0.0.1:62647,10,3628800
127.0.0.1:51379,7,5040
127.0.0.1:34485,12,479001600
127.0.0.1:22148,5,120
127.0.0.1:32470,9,362880
127.0.0.1:32439,5,120
127.0.0.1:31415,5,120
127.0.0.1:9963,10,3628800
127.0.0.1:36022,13,6227020800
127.0.0.1:30389,6,720
127.0.0.1:54964,11,39916800
127.0.0.1:41681,8,40320
127.0.0.1:8884,4,24
127.0.0.1:39604,11,39916800
127.0.0.1:51376,4,24
127.0.0.1:18614,13,6227020800
127.0.0.1:23217,11,39916800
127.0.0.1:12980,7,5040
127.0.0.1:26293,6,720
127.0.0.1:61105,5,120
127.0.0.1:48306,6,720
127.0.0.1:53429,5,120
127.0.0.1:63670,6,720
127.0.0.1:40631,10,3628800
127.0.0.1:31920,10,3628800
127.0.0.1:51895,9,362880
127.0.0.1:60598,6,720
127.0.0.1:1201,5,120
127.0.0.1:64182,10,3628800
127.0.0.1:41169,12,479001600
127.0.0.1:62642,13,6227020800
127.0.0.1:57010,6,720
127.0.0.1:9912,10,3628800
127.0.0.1:9399,6,720
127.0.0.1:38067,14,87178291200
127.0.0.1:23222,10,3628800
127.0.0.1:64180,11,39916800
127.0.0.1:63154,16,20922789888000
127.0.0.1:49331,5,120
127.0.0.1:46775,12,479001600
127.0.0.1:15543,12,479001600
127.0.0.1:20612,10,3628800
127.0.0.1:63669,12,479001600
127.0.0.1:56498,12,479001600
127.0.0.1:20148,8,40320
127.0.0.1:24247,5,120
127.0.0.1:20660,8,40320
127.0.0.1:55988,8,40320
127.0.0.1:28340,5,120
127.0.0.1:33972,5,120
127.0.0.1:50867,7,5040
127.0.0.1:32946,11,39916800
127.0.0.1:20657,15,1307674368000
127.0.0.1:27831,13,6227020800
127.0.0.1:46259,5,120
127.0.0.1:65201,12,479001600
127.0.0.1:52406,5,120
127.0.0.1:41156,6,720
127.0.0.1:1713,5,120
127.0.0.1:33969,13,6227020800
127.0.0.1:43189,11,39916800
127.0.0.1:32439,6,720
127.0.0.1:36022,14,87178291200
127.0.0.1:62647,11,39916800
127.0.0.1:52917,12,479001600
127.0.0.1:18614,14,87178291200
127.0.0.1:37553,5,120
127.0.0.1:42166,6,720
127.0.0.1:30389,7,5040
127.0.0.1:29877,12,479001600
127.0.0.1:54964,12,479001600
127.0.0.1:19636,8,40320
127.0.0.1:31415,6,720
127.0.0.1:61105,6,720
127.0.0.1:47793,15,1307674368000
127.0.0.1:51379,8,40320
127.0.0.1:40631,11,39916800
127.0.0.1:32470,10,3628800
127.0.0.1:178,13,6227020800
127.0.0.1:9963,11,39916800
127.0.0.1:3764,8,40320
127.0.0.1:50864,9,362880
127.0.0.1:50871,12,479001600
127.0.0.1:63670,7,5040
127.0.0.1:9399,7,5040
127.0.0.1:12979,11,39916800
127.0.0.1:49333,8,40320
127.0.0.1:23217,12,479001600
127.0.0.1:31920,11,39916800
127.0.0.1:38067,15,1307674368000
127.0.0.1:4275,8,40320
127.0.0.1:30390,13,6227020800
127.0.0.1:34485,13,6227020800
127.0.0.1:48819,5,120
127.0.0.1:64182,11,39916800
127.0.0.1:12980,8,40320
127.0.0.1:15541,13,6227020800
127.0.0.1:23734,7,5040
127.0.0.1:63154,17,355687428096000
127.0.0.1:51376,5,120
127.0.0.1:8884,5,120
127.0.0.1:22148,6,720
127.0.0.1:62642,14,87178291200
127.0.0.1:39604,12,479001600
127.0.0.1:46775,13,6227020800
127.0.0.1:57010,7,5040
127.0.0.1:27318,6,720
127.0.0.1:26293,7,5040
127.0.0.1:9912,11,39916800
127.0.0.1:48306,7,5040
127.0.0.1:25780,8,40320
127.0.0.1:23222,11,39916800
127.0.0.1:64180,12,479001600
127.0.0.1:53429,6,720
127.0.0.1:41681,9,362880
127.0.0.1:60598,7,5040
127.0.0.1:26803,14,87178291200
127.0.0.1:1201,6,720
127.0.0.1:41169,13,6227020800
127.0.0.1:49331,6,720
127.0.0.1:51895,10,3628800
127.0.0.1:15543,13,6227020800
127.0.0.1:20612,11,39916800
127.0.0.1:63669,13,6227020800
127.0.0.1:56498,13,6227020800
127.0.0.1:20148,9,362880
127.0.0.1:24247,6,720
127.0.0.1:20660,9,362880
127.0.0.1:41140,2,2
127.0.0.1:42161,2,2
127.0.0.1:18615,3,6
127.0.0.1:28340,6,720
127.0.0.1:51888,3,6
127.0.0.1:27827,4,24
127.0.0.1:21124,2,2
127.0.0.1:55988,9,362880
127.0.0.1:23729,3,6
127.0.0.1:31926,2,2
127.0.0.1:18102,3,6
127.0.0.1:21636,4,24
127.0.0.1:54965,7,5040
127.0.0.1:57522,7,5040
127.0.0.1:64693,5,120
127.0.0.1:61623,3,6
127.0.0.1:58544,6,720
127.0.0.1:43716,2,2
127.0.0.1:52916,5,120
127.0.0.1:48817,6,720
127.0.0.1:11445,6,720
127.0.0.1:23733,7,5040
127.0.0.1:42164,7,5040
127.0.0.1:60596,6,720
127.0.0.1:32432,5,120
127.0.0.1:32947,2,2
127.0.0.1:63668,4,24
127.0.0.1:3256,4,24
127.0.0.1:40627,5,120
127.0.0.1:56497,5,120
127.0.0.1:41668,4,24
127.0.0.1:35510,3,6
127.0.0.1:14514,2,2
127.0.0.1:21172,4,24
127.0.0.1:58039,5,120
127.0.0.1:25781,6,720
127.0.0.1:33972,6,720
127.0.0.1:41652,6,720
127.0.0.1:6836,4,24
127.0.0.1:37557,7,5040
127.0.0.1:41649,7,5040
127.0.0.1:33459,6,720
127.0.0.1:35509,5,120
127.0.0.1:16053,6,720
127.0.0.1:22199,5,120
127.0.0.1:19125,6,720
127.0.0.1:15542,4,24
127.0.0.1:7349,3,6
127.0.0.1:33460,5,120
127.0.0.1:45750,3,6
127.0.0.1:42677,2,2
127.0.0.1:22194,5,120
127.0.0.1:34994,5,120
127.0.0.1:12467,4,24
127.0.0.1:32434,2,2
127.0.0.1:64694,5,120
127.0.0.1:48307,5,120
127.0.0.1:3251,5,120
127.0.0.1:26290,7,5040
127.0.0.1:57009,8,40320
127.0.0.1:23787,7,5040
127.0.0.1:34999,7,5040
127.0.0.1:58035,8,40320
127.0.0.1:62130,11,39916800
127.0.0.1:59056,8,40320
127.0.0.1:28337,10,3628800
127.0.0.1:56498,14,87178291200
127.0.0.1:64180,13,6227020800
127.0.0.1:41681,10,3628800
127.0.0.1:41169,14,87178291200
127.0.0.1:60598,8,40320
127.0.0.1:57010,8,40320
127.0.0.1:63669,14,87178291200
127.0.0.1:46775,14,87178291200
127.0.0.1:24247,7,5040
127.0.0.1:20148,10,3628800
127.0.0.1:15543,14,87178291200
127.0.0.1:49331,7,5040
127.0.0.1:48306,8,40320
127.0.0.1:9912,12,479001600
127.0.0.1:1201,7,5040
127.0.0.1:26293,8,40320
127.0.0.1:26803,15,1307674368000
127.0.0.1:20612,12,479001600
127.0.0.1:51895,11,39916800
127.0.0.1:53429,7,5040
127.0.0.1:25780,9,362880
127.0.0.1:12980,9,362880
127.0.0.1:23222,12,479001600
127.0.0.1:49333,9,362880
127.0.0.1:47793,16,20922789888000
127.0.0.1:31415,7,5040
127.0.0.1:1713,6,720
127.0.0.1:57522,8,40320
127.0.0.1:3256,5,120
127.0.0.1:11445,7,5040
127.0.0.1:52916,6,720
127.0.0.1:61623,4,24
127.0.0.1:21172,5,120
127.0.0.1:22148,7,5040
127.0.0.1:23733,8,40320
127.0.0.1:27831,14,87178291200
127.0.0.1:58039,6,720
127.0.0.1:30390,14,87178291200
127.0.0.1:23729,4,24
127.0.0.1:32947,3,6
127.0.0.1:30389,8,40320
127.0.0.1:40631,12,479001600
127.0.0.1:21124,3,6
127.0.0.1:25781,7,5040
127.0.0.1:41652,7,5040
127.0.0.1:65201,13,6227020800
127.0.0.1:60596,7,5040
127.0.0.1:51888,4,24
127.0.0.1:40627,6,720
127.0.0.1:42166,7,5040
127.0.0.1:50871,13,6227020800
127.0.0.1:32470,11,39916800
127.0.0.1:64182,12,479001600
127.0.0.1:43716,3,6
127.0.0.1:58544,7,5040
127.0.0.1:35509,6,720
127.0.0.1:64694,6,720
127.0.0.1:42164,8,40320
127.0.0.1:52406,6,720
127.0.0.1:18614,15,1307674368000
127.0.0.1:36022,15,1307674368000
127.0.0.1:63668,5,120
127.0.0.1:64180,14,87178291200
127.0.0.1:63670,8,40320
127.0.0.1:33969,14,87178291200
127.0.0.1:21636,5,120
127.0.0.1:56497,6,720
127.0.0.1:28340,7,5040
127.0.0.1:27827,5,120
127.0.0.1:48819,6,720
127.0.0.1:19636,9,362880
127.0.0.1:23217,13,6227020800
127.0.0.1:178,14,87178291200
127.0.0.1:41140,3,6
127.0.0.1:32432,6,720
127.0.0.1:22199,6,720
127.0.0.1:15542,5,120
127.0.0.1:23787,8,40320
127.0.0.1:42161,3,6
127.0.0.1:19125,7,5040
127.0.0.1:37557,8,40320
127.0.0.1:48307,6,720
127.0.0.1:29877,13,6227020800
127.0.0.1:4275,9,362880
127.0.0.1:50867,8,40320
127.0.0.1:31920,12,479001600
127.0.0.1:32946,12,479001600
127.0.0.1:38067,16,20922789888000
127.0.0.1:37553,6,720
127.0.0.1:51379,9,362880
127.0.0.1:27318,7,5040
127.0.0.1:54964,13,6227020800
127.0.0.1:52917,13,6227020800
127.0.0.1:18615,4,24
127.0.0.1:22194,6,720
127.0.0.1:20657,16,20922789888000
127.0.0.1:64693,6,720
127.0.0.1:24247,8,40320
127.0.0.1:41156,7,5040
127.0.0.1:51376,6,720
127.0.0.1:23734,8,40320
127.0.0.1:8884,6,720
127.0.0.1:34485,14,87178291200
127.0.0.1:62642,15,1307674368000
127.0.0.1:39604,13,6227020800
127.0.0.1:62647,12,479001600
127.0.0.1:28337,11,39916800
127.0.0.1:3251,6,720
127.0.0.1:43189,12,479001600
127.0.0.1:9963,12,479001600
127.0.0.1:46259,6,720
127.0.0.1:31926,3,6
127.0.0.1:62130,12,479001600
127.0.0.1:15541,14,87178291200
127.0.0.1:9399,8,40320
127.0.0.1:20660,10,3628800
127.0.0.1:41668,5,120
127.0.0.1:6836,5,120
127.0.0.1:63154,18,6402373705728000
127.0.0.1:42677,3,6
127.0.0.1:61105,7,5040
127.0.0.1:32439,7,5040
127.0.0.1:48817,7,5040
127.0.0.1:3764,9,362880
127.0.0.1:63669,15,1307674368000
127.0.0.1:50864,10,3628800
127.0.0.1:12979,12,479001600
127.0.0.1:7349,4,24
127.0.0.1:18102,4,24
127.0.0.1:54965,8,40320
127.0.0.1:33459,7,5040
127.0.0.1:16053,7,5040
127.0.0.1:35510,4,24
127.0.0.1:14514,3,6
127.0.0.1:55988,10,3628800
127.0.0.1:33460,6,720
127.0.0.1:26290,8,40320
127.0.0.1:56498,15,1307674368000
127.0.0.1:41169,15,1307674368000
127.0.0.1:45750,4,24
127.0.0.1:41681,11,39916800
127.0.0.1:60598,9,362880
127.0.0.1:32434,3,6
127.0.0.1:46775,15,1307674368000
127.0.0.1:34999,8,40320
127.0.0.1:12467,5,120
127.0.0.1:41649,8,40320
127.0.0.1:57010,9,362880
127.0.0.1:33972,7,5040
127.0.0.1:57009,9,362880
127.0.0.1:20148,11,39916800
127.0.0.1:59056,9,362880
127.0.0.1:34994,6,720
127.0.0.1:15543,15,1307674368000
127.0.0.1:58035,9,362880
127.0.0.1:49331,8,40320
127.0.0.1:9912,13,6227020800
127.0.0.1:48306,9,362880
127.0.0.1:1201,8,40320
127.0.0.1:26293,9,362880
127.0.0.1:26803,16,20922789888000
127.0.0.1:20612,13,6227020800
127.0.0.1:51895,12,479001600
127.0.0.1:12980,10,3628800
127.0.0.1:53429,8,40320
127.0.0.1:34994,7,5040
127.0.0.1:25780,10,3628800
127.0.0.1:23222,13,6227020800
127.0.0.1:20612,14,87178291200
127.0.0.1:9912,14,87178291200
127.0.0.1:48306,10,3628800
127.0.0.1:59056,10,3628800
127.0.0.1:49331,9,362880
127.0.0.1:26803,17,355687428096000
127.0.0.1:58035,10,3628800
127.0.0.1:1201,9,362880
127.0.0.1:15543,16,20922789888000
127.0.0.1:41649,9,362880
127.0.0.1:26293,10,3628800
127.0.0.1:60598,10,3628800
127.0.0.1:57010,10,3628800
127.0.0.1:32434,4,24
127.0.0.1:34999,9,362880
127.0.0.1:45750,5,120
127.0.0.1:12467,6,720
127.0.0.1:26290,9,362880
127.0.0.1:57009,10,3628800
127.0.0.1:51895,13,6227020800
127.0.0.1:33972,8,40320
127.0.0.1:22194,7,5040
127.0.0.1:32947,4,24
127.0.0.1:32946,13,6227020800
127.0.0.1:32470,12,479001600
127.0.0.1:54964,14,87178291200
127.0.0.1:18614,16,20922789888000
127.0.0.1:11445,8,40320
127.0.0.1:23734,9,362880
127.0.0.1:20148,12,479001600
127.0.0.1:64694,7,5040
127.0.0.1:54965,9,362880
127.0.0.1:61105,8,40320
127.0.0.1:48817,8,40320
127.0.0.1:63669,16,20922789888000
127.0.0.1:27831,15,1307674368000
127.0.0.1:21172,6,720
127.0.0.1:51379,10,3628800
127.0.0.1:61623,5,120
127.0.0.1:18615,5,120
127.0.0.1:33459,8,40320
127.0.0.1:50864,11,39916800
127.0.0.1:36022,16,20922789888000
127.0.0.1:32432,7,5040
127.0.0.1:29877,14,87178291200
127.0.0.1:46259,7,5040
127.0.0.1:42161,4,24
127.0.0.1:3764,10,3628800
127.0.0.1:38067,17,355687428096000
127.0.0.1:65201,14,87178291200
127.0.0.1:46775,16,20922789888000
127.0.0.1:64693,7,5040
127.0.0.1:23217,14,87178291200
127.0.0.1:64182,13,6227020800
127.0.0.1:12979,13,6227020800
127.0.0.1:63668,6,720
127.0.0.1:30389,9,362880
127.0.0.1:28337,12,479001600
127.0.0.1:31926,4,24
127.0.0.1:25781,8,40320
127.0.0.1:18102,5,120
127.0.0.1:58544,8,40320
127.0.0.1:52917,14,87178291200
127.0.0.1:52916,7,5040
127.0.0.1:48307,7,5040
127.0.0.1:21124,4,24
127.0.0.1:16053,8,40320
127.0.0.1:23787,9,362880
127.0.0.1:23729,5,120
127.0.0.1:37553,7,5040
127.0.0.1:51888,5,120
127.0.0.1:21636,6,720
127.0.0.1:27318,8,40320
127.0.0.1:43716,4,24
127.0.0.1:41652,8,40320
127.0.0.1:31920,13,6227020800
127.0.0.1:51376,7,5040
127.0.0.1:56497,7,5040
127.0.0.1:41156,8,40320
127.0.0.1:15542,6,720
127.0.0.1:41140,4,24
127.0.0.1:40627,7,5040
127.0.0.1:41668,6,720
127.0.0.1:12980,11,39916800
127.0.0.1:1713,7,5040
127.0.0.1:34485,15,1307674368000
127.0.0.1:42166,8,40320
127.0.0.1:22199,7,5040
127.0.0.1:42164,9,362880
127.0.0.1:60596,8,40320
127.0.0.1:31415,8,40320
127.0.0.1:22148,8,40320
127.0.0.1:9399,9,362880
127.0.0.1:48819,7,5040
127.0.0.1:35510,5,120
127.0.0.1:4275,10,3628800
127.0.0.1:20612,15,1307674368000
127.0.0.1:58039,7,5040
127.0.0.1:23733,9,362880
127.0.0.1:6836,6,720
127.0.0.1:28340,8,40320
127.0.0.1:62130,13,6227020800
127.0.0.1:32439,8,40320
127.0.0.1:37557,9,362880
127.0.0.1:178,15,1307674368000
127.0.0.1:64180,15,1307674368000
127.0.0.1:24247,9,362880
127.0.0.1:19636,10,3628800
127.0.0.1:14514,4,24
127.0.0.1:50867,9,362880
127.0.0.1:50871,14,87178291200
127.0.0.1:33460,7,5040
127.0.0.1:62647,13,6227020800
127.0.0.1:33969,15,1307674368000
127.0.0.1:62642,16,20922789888000
127.0.0.1:56498,16,20922789888000
127.0.0.1:41681,12,479001600
127.0.0.1:43189,13,6227020800
127.0.0.1:34994,8,40320
127.0.0.1:41169,16,20922789888000
127.0.0.1:3251,7,5040
127.0.0.1:25780,11,39916800
127.0.0.1:49333,10,3628800
127.0.0.1:63670,9,362880
127.0.0.1:40631,13,6227020800
127.0.0.1:57522,9,362880
127.0.0.1:3256,6,720
127.0.0.1:52406,7,5040
127.0.0.1:27827,6,720
127.0.0.1:19125,8,40320
127.0.0.1:39604,14,87178291200
127.0.0.1:8884,7,5040
127.0.0.1:63154,19,121645100408832000
127.0.0.1:53429,9,362880
127.0.0.1:15541,15,1307674368000
127.0.0.1:48306,11,39916800
127.0.0.1:47793,17,355687428096000
127.0.0.1:20657,17,355687428096000
127.0.0.1:20660,11,39916800
127.0.0.1:23222,14,87178291200
127.0.0.1:9912,15,1307674368000
127.0.0.1:30390,15,1307674368000
127.0.0.1:59056,11,39916800
127.0.0.1:49331,10,3628800
127.0.0.1:9963,13,6227020800
127.0.0.1:55988,11,39916800
127.0.0.1:7349,5,120
127.0.0.1:42677,4,24
127.0.0.1:35509,7,5040
127.0.0.1:1201,10,3628800
127.0.0.1:41649,10,3628800
127.0.0.1:26803,18,6402373705728000
127.0.0.1:15543,17,355687428096000
127.0.0.1:58035,11,39916800
127.0.0.1:60598,11,39916800
